,0,1,2
11,팀 블로그 운영하시는 분들 답변 부탁드립니다.,/qna/detail.nhn?d1id=1&dirId=10601&docId=298551868,"안녕하세요~~팀 블로그 운영하시는 분들 답변 부탁드립니다.예를 들어 3명(A군, B군, C양)이 운영을 하는거면개별 닉네임이 있는건가요?아니면 하나의 닉네임으로 3명이서 같이 쓰는건가요?팀 블로그를 만들어서각 파트별로 활동하려고 했는데아이디(닉네임)을 같이 쓰는거라면 의미가 없네요 ㅜㅜB군에게 쪽지를 보내면 다른 멤버인 A군, C양도 같이 쪽지를 확인하는거죠?만약 그렇다면 그냥 아이디 돌려쓰기네요 ㅜㅜ실제 운영하시는 분이 계시다면시원한 답변 부탁드립니다.좋은 하루 되세요!^^"
12,네이버뭔말인가요,/qna/detail.nhn?d1id=1&dirId=10601&docId=298395248,?네이버?나침반인가요?
13,아이폰7을쓰고있는데 계속 아이 클라우드가 용량이 다 차서 백업이 안된다고 하는데 아이클라우드는 용량이 많이,/qna/detail.nhn?d1id=1&dirId=1060108&docId=298551853,아이폰7을쓰고있는데 계속 아이 클라우드가 용량이 다 차서 백업이 안된다고 하는데 아이클라우드는 용량이 많이 잇는것으로 보입니다 왜 자꾸 이런 알림이 뜰까요??
14,데이터 안심옵션 을 했는데 거기 1. 스트리밍 음질 설정도 있던데 높은거 하면 데이터 따로 나가나요...?,/qna/detail.nhn?d1id=1&dirId=107&docId=298551837,데이터 안심옵션 을 했는데 거기1. 스트리밍 음질 설정도 있던데 높은거 하면 데이터 따로 나가나요...?2. 데이터를 키고 써야하나요?3. 로그인을 휴대폰 로그인하면 따로 인증 안해두되죠?
15,인터넷 속도 측정 결과,/qna/detail.nhn?d1id=1&dirId=10802&docId=298551833,http://speed.nia.or.kr/index.asp 에서 인터넷 속도 측정한 결과인데요측정 할 때마다 속도가 다르게 나오는데다운로드 속도는 90~200 / 업로드 속도는 350~450로 나오네요 .사용하고 있는 상품이 SK 기가 라이트 사용하고 있는데 500mbps까지 지원되는 걸로 알고 있는데속도가 왜 저렇게 낮게 나오는 걸까요? 찾아보니 대칭형 비대칭형 인터넷이라는 것도 있던데제가 비대칭형인가요? 확인하는 방법이 있는지 궁금하네요.
16,페이스북 광고계정 비활성화,/qna/detail.nhn?d1id=1&dirId=1061201&docId=298551816,페이스북 광고 계정이 비활성화 되었는데비활성화를 풀려고 안내한 페이지로 들어가면 광고 계정이 없어서 해당 페이지를 진행할 수가 없어요..이 계정이 조금 이상한 것 같은게 보통 로그인을 하면 본인 계정이 뜨고 그다음 자신이 운영하는 페이지를 들어가는 방식인데 이거는 로그인하면 첫번째 사진처럼 페이지 사진만 떠요!혹시 광고 계정을 만들려면 비즈니스 관리자에 들어가서 계정을 만들면 되는 건가요?너무 어려워요ㅜㅠㅠㅠㅠ
17,삼성 960 evo ssd 호환 질문,/qna/detail.nhn?d1id=1&dirId=1010303&docId=298551789,"안녕하세요다름이 아니고 제 브랜드 컴퓨터에 삼성 960 evo ssd 가 호환이 되는지 궁금합니다.메인보드는[Pegatron : 2AD5] Intel Z75 Express (6.7W) 이구요사양은 아래입니다(옛날거,,)도와주세요!!Pegatron Corporation 2AD5 Motherboard Specifications.CPUProcessor Support Intel* Core i3 (Ivy Bridge) Dual Core* Core i5 (Ivy Bridge) Dual Core* Core i7 (Ivy Bridge) Quad-Core* Core i3 (Sandy Bridge) Dual Core* Core i5 (Sandy Bridge) Quad-Core (Max 95W)* Core i7 (Sandy Bridge) Quad-Core (Max 95W)* Pentium (Sandy Bridge) Dual Core (Max 65W)Socket TypeLGA 1155ChipsetIntel Z75VideoIntel HD GraphicsMemory4 x 240-pin DDR3 DIMM slots Supports Dual Channel DDR3 1600/1333 MHz non-ECC, un-buffered memory (Max 32GB)Expansion Slots1 x PCI Express x16 (3.0 Ivy Bridge), (2.0 Sandy Bridge)3 x PCI Express x1 (2.0)1 x PCI Express Mini (half height)Storage4 x SATAII 3Gb/s connectors* SATA  (2/3/4/5) – Supports four SATA II 3Gb/s ports (Orange/Light Blue/Black/Red Color)* Supports HDDs, Internal Solid State Drive (SSD)2 x SATA III 6Gb/s connectors (SATA 0, 1) (White/Dark Blue Color) 6Gb/s transfer speed- Supports two SATA III portsAudioIDT 92HD73x - High DefinitionEthernetAtheros AR8161x Gigabit – 10/100/1000 Mb/sUSBTotal 10Rear Panel1 x S/PDIF4 x USB 2.0 ports2 x USB 3.0 ports (Blue color)1 x RJ45 LAN Port1 x Audio I/O1 x DVI-D port1 x DVI-I portInternal1 x USB 3.0 headers2 x USB 2.0 headers1 x 4-pin ATX 12V Power connector1 x 3-pin SYS Rear Fan connector1 x 4-pin CPU Fan connector1 x Pump Fan connector1 x 24-pin ATX Power connector1 x Front Audio header1 x Front Panel header1 x Battery socket (3V)1 x Clear CMOS jumperBIOSForm FactorMicro-ATX"
18,갤럭시s8+ 쓰고있는데 이번에 업뎃 이후로 하단 네비게이션바에 최근앱 버튼이 비활성화되서 나타나지가 않는데,/qna/detail.nhn?d1id=1&dirId=10106&docId=298551760,갤럭시s8+ 쓰고있는데 이번에 업뎃 이후로하단 네비게이션바에 최근앱 버튼이 비활성화되서나타나지가 않는데 어떻게 해야되나요?
19,엑셀 함수 질문,/qna/detail.nhn?d1id=1&dirId=102020101&docId=298551753,2018-03-01  8:07:00 AM 이런 형식의 데이터들이 많을때 8:07:00 AM 앞의 공백까지 해서앞에 데이터를 모두 지우고 공백 없이 8:07:00 AM이렇게만 남기고 싶은데요..네이버를 아무리 찾아봐도 답을 못찾겠네요..엑셀 고수님들 도와주세요 ㅠㅠ
20,갤럭시s8+ 쓰고있는데 이번에 업뎃 이후로 하단 네비게이션바에 최근앱 버튼이 비활성화되서 나타나지가 않는데,/qna/detail.nhn?d1id=1&dirId=10106&docId=298551760,갤럭시s8+ 쓰고있는데 이번에 업뎃 이후로하단 네비게이션바에 최근앱 버튼이 비활성화되서나타나지가 않는데 어떻게 해야되나요?
21,엑셀 함수 질문,/qna/detail.nhn?d1id=1&dirId=102020101&docId=298551753,2018-03-01  8:07:00 AM 이런 형식의 데이터들이 많을때 8:07:00 AM 앞의 공백까지 해서앞에 데이터를 모두 지우고 공백 없이 8:07:00 AM이렇게만 남기고 싶은데요..네이버를 아무리 찾아봐도 답을 못찾겠네요..엑셀 고수님들 도와주세요 ㅠㅠ
22,스마트폰 '알람 일시중지'로 계속 알람이 시작과 동시에 멈춤현상은 왜 일어나나요?,/qna/detail.nhn?d1id=1&dirId=1070402&docId=298551749,"Gpro2 안드로이드 폰인데요.제목 그대로 잘 쓰던 폰이 갑자기 최근 언젠가부터 알람을 맞춰놓으면 알람이 켜짐과 동시에 05.초만에 금방 '일시 중지'로 작동이 멈춰버립니다.어제 센터에 가서 17,000원 비용지불하고 공장 초기화까지 다시 했는데 또다시 그러네요....그래서 오늘 다시 센터에 가서 현상을 말하니, 현재 몇개 안 깔린 앱 중에 충돌이 일어나서 그러는것 같은데, 정확한 원인은 알 수 없다며....결국 몇개 안 깔린 앱 중에 하나가 충돌을 일으켜 문제를 일으키는것 같다 하시는데....같은 증상으로 해결 하신 분 답변 좀 부탁드립니다.참고로, 어제 AS센터에서 '공장초기화'도 했고, 오자마자 주자 쓰는 앱 몇개를 다시 설치 하긴 했습니다. 아직 원래 쓰던 앱은 다 설치 하지도 않았는데 벌써 다시 말썽이네요...ㅠㅠ"
23,"네이버 클라우드의 왼쪽 함께보기, 사진, 동영상, 문서, 폴더 등의 위치를 바꾸거나, 지울 수는 없을까요?",/qna/detail.nhn?d1id=1&dirId=1060108&docId=239553050,"네이버 클라우드를폴더 위주로 사용하고 싶습니다.폴더를 젤 위로 올리고,다른 메뉴는 아래로 내리든지,아예 없애 버릴 수는 없을까요?답변 부탁드립니다. ^^"
24,삼성  pavv 화면 시작시 멈춤현상,/qna/detail.nhn?d1id=1&dirId=10901&docId=298551745,삼성 파브 46인치정도 되는 tv인데요..처음 시작 시 화면이 멈칫거림이 1~3분 정도 있다가 정상적으로 작동됩니다.셋톱박스로는 잘나올것 같고 지금은 아파트 안테나선을 연결하여 보고 있습니다.삼성 a/s가야 하나요??말로쓰기 애매해서 증상은 첨부하였습니다.
25,HP Officejet pro 8610  복사기 질문,/qna/detail.nhn?d1id=1&dirId=1010404&docId=298551744,"HP Officejet pro 8610프린터기 사용하고 있는데 오래 되어서인지 스캔 중에 용지가 자주 걸려요.10장 이상을 한번에 스캔 해야하는데요, 중간에 걸리게 되면 처음부터 다시 스캔작업을 해야 합니다.실패한 페이지부터 스캔을 하면 스캔 파일이 2개가 생기는데, 한 파일로 옮기는 방법 있을까요?아니면 다른 좋은 방법 있을까요??>"
26,9꿈사 카페 이상한 사람 많지 않나요?,/qna/detail.nhn?d1id=1&dirId=1060103&docId=298213602,9꿈사 카페 이상한 사람 많지 않나요?
27,파워포인트 레이아웃 출력 질문입니다.,/qna/detail.nhn?d1id=1&dirId=102020103&docId=298551686,"ppt 파일이 a4 로 작성되었는데요..요 파일을 a3 로 나오게 할순없나요? 프린터속성에서 용지, 고급에서 a3 로 선택해서출력해봤는데 용지만 a3 로 나오고 프린팅은 여전히 a4 크기로 나오더라구요.이거 어떻게 방법이 없나요?"
28,hp 노트북과 같은 제조사 ram 그리고 ssd 추천해주세요.,/qna/detail.nhn?d1id=1&dirId=1010305&docId=298551683,노트북은 15-cb081TX 이구요.이 모델과 같은 제조사 nvme 방식의 ssd 256 제품과 ram 4g 짜리 좀 추천해주세요.
29,모두 html삽입하는 방법 질문입니다.,/qna/detail.nhn?d1id=1&dirId=1060104&docId=298551680,모두에서 새페이지만들고 기존 게시판페이지 읽어올려고하는데.. 방법이 없나요..wix도 지원하는 기능을 모두에서는 지원을 안하는건가요..?템플릿에서 수정하여 사용하는것만 지원하는 겁니까?
30,자격증 시험 사진 설정인데 어떻게해서 촬영해야하나요,/qna/detail.nhn?d1id=1&dirId=1070402&docId=298551644,ㅠㅠㅠㅠ제발알려주세요
31,이메일 아이디 바꾸고 싶은데 방법 알려주세요~,/qna/detail.nhn?d1id=1&dirId=1060106&docId=298551635,이메일 아이디를 바꾸고 싶은데요 방법을 모르겠어요
32,"많은 홈페이지 제작, 프로그래밍 제작, 워드프레스 제작 xe 제작 등을 주업으로 하시는분 찾아요.",/qna/detail.nhn?d1id=1&dirId=105&docId=298551624,"안녕하세요? 홈페이지 제작을 주업으로 하시는 분 찾습니다.많은 홈페이지를 저렴하게 제작해주실분요.xe 든 워드프레스든 카페24든 관계없습니다.빠르고 정확하고, 감각있게 뚝딱 만들어주실 분 남녀 구분없이 찾습니다.대금은 잘 지급되며, 오랫동안 꾸준하게 주업으로 하시는 분만 연락주세요.hevisnow@naver.com이메일 보내주세요.  이메일에 연락처 주시고요. 관련 자료 보여주시고요.감사합니다."
33,유튜브가 어느날부터 중간에 자주 끊기네요 그리고선 앱닫기와 의견보내기 창뜨고요 왜이러죠?,/qna/detail.nhn?d1id=1&dirId=109&docId=298551577,유튜브가 어느날부터 중간에 자주 끊기네요그리고선 앱닫기와 의견보내기 창뜨고요왜이러죠?
34,NVIDIA 그래픽 카드 업데이트 후에 다이렉트 오류,/qna/detail.nhn?d1id=1&dirId=1010306&docId=298551572,NVIDIA 그래픽 카드를 최신버전으로 업데이트 하고나면게임을 하다가 하루정도 지나면게임을 틀었을 때 다이렉트 오류가 뜨면서 게임이 접속이 안되거나게임 로딩이 안됩니다. ( 롤 / 사이퍼즈)노트북이며NVIDIA GEFORCE 840M 입니다.다이렉트X는 11버전 맞구요.그래픽카드도 버전에 맞게 설치했습니다..근데 왜 ㅜㅜ 오류가 생기는거죠그래픽카드랑 다이렉트가 충돌을 일으키는건가요...??어떻게 하면 되는거죠... ㅜㅜdxdiag 실행해서 보면문제가 생기면 나타나는 부분이Directx 3D 가속 부분이 실행이 되고 있지않음 이라 뜹니다.어떻게 해야되죠...?
35,롤 풀옵으로 돌릴 조립/데스크탑 예산 5~60정도 잡았는데 견적좀 부탁드려요. 다른게임은 안하고 롤만하구요.,/qna/detail.nhn?d1id=1&dirId=10103&docId=298551556,롤 풀옵으로 돌릴 조립/데스크탑예산 5~60정도 잡았는데 견적좀 부탁드려요. 다른게임은 안하고 롤만하구요. 가끔 메이플?생각중이에요. 게임기준으로 맞추면 인터넷서핑이나 문서작업도 무난하게할수있겠죠?
36,서피스프로 4 전원이 안켜져요 검색해보니 전원 30초간 눌러봐라 전원과 + 버튼 눌러봐라 햇는데 안되더라구여,/qna/detail.nhn?d1id=1&dirId=1010703&docId=298551554,서피스프로 4 전원이 안켜져요검색해보니 전원 30초간 눌러봐라 전원과 + 버튼 눌러봐라 햇는데 안되더라구여...제가 방금까지 사용하다가 렉걸려서 어쩔수없이 강제종료했습니다 .그뒤로 안켜지는데 해결방법없을까요 ?
37,v30 방수 및 수리 질문,/qna/detail.nhn?d1id=1&dirId=107040202&docId=298551536,지금 v30가 변기에 빠져서 수돗물로 씻었는데 화면이 나오지가 않습니다.지문인식할때 진동이 나오는걸로 보아 휴대폰이 꺼진건 아닌것 같은데 화면은 계속 검은색입니다.원래 방수가 되지 않는 제품인가요?그리고 수리를 하려면 lg서비스센터를 가야하나요 아니면 휴대폰수리 전문업체로 가야하나요?
38,유성감속기30마력 60:1 오토캐드(2012) 파일을 받아..,/qna/detail.nhn?d1id=1&dirId=1020302&docId=298551529,유성감속기
39,하버드 출신 어떤 분이 쓴 육아서가 있는데요 기존에 잘 알려진 육아 이론과는 정 반대대되는 내용이라고 하더라,/qna/detail.nhn?d1id=1&dirId=111&docId=298551516,"하버드 출신 어떤 분이 쓴 육아서가 있는데요기존에 잘 알려진 육아 이론과는 정 반대대되는 내용이라고 하더라구요.우연히 들었는데 저자랑 제목은 못듣고, 그 이야기를 해준 분을 찾을 수가 없어서 여쭤봅니다.부모가 어떻게 해야하고..그런 것들이 기존과는 다른 내용이라고 하던데혹시 아시는 분 있나요?"
40,게임프로그래밍 국가기간전략훈련,/qna/detail.nhn?d1id=1&dirId=10405&docId=298551448,"게임 프로그래밍에 관심이 많아 학원을 다니고 싶은데저는 2018년 3월에 대학졸업을 한 비전공자입니다.경남에 거주중이고 독학으로 공부하고 있고,현재 26살입니다.제가 현재 이런 상황인데 궁금한게 몇가지 있습니다.1. 국가기간전략훈련은 상담,면접을 통해 학생을 모집한다고 하던데그렇다면 비전공자는 뽑히기 힘든가요??2. 경남, 부산 지역에 2018년 5월 이후로 게임프로그래밍 과정 모집하는곳이 있나요??있다면 최대한 많이 링크좀 부탁드릴게요.(2018년 5~12월중 모집하는곳이 있었으면 좋겠어요. 그 전까진 독학으로 조금 공부할 생각이에요.)3. 게임프로그래밍 개발자 양성과정 모집하는 사이트같은 곳이 있으면 알려주세요. (HRD라는 곳 말고도 있을까요?)4. C -> C++ -> 자료구조,알고리즘 -> API, MFC -> Dirext X -> C# -> 유니티이 순서대로 공부를 한다면 PC게임 / 모바일게임 둘다 개발가능한가요??이 공부순서는 PC게임개발을 위한건가요 모바일게임을 위한건가요?"
41,1101111010101.01101 을 16진수로 어떻게 표현하나요??? 정수자리는 1BD5라고 구했는데 실,/qna/detail.nhn?d1id=1&dirId=111&docId=298551433,1101111010101.01101 을 16진수로 어떻게 표현하나요??? 정수자리는 1BD5라고 구했는데 실수는 어떻게 하는 모르겠네요..또한 1+3/8 도 정규화 8비트로 정규화 부동소수점으로 변환부탁드릴게요!
42,10진법을 16진법으로 바꿨는데 값이 똑같아요,/qna/detail.nhn?d1id=1&dirId=102&docId=298551417,201810010 이거를이진법으로 바꾸면0010 0000 0001 1000 0001 0000 0000 0001 000016진법으로 바꾸면 201810010ㅜㅜㅜ맞는거죠??
43,아래와 같이 아이폰6를 사용 하다가 다른 폰으로 갈아탔는데 아이폰 6를 매입 하려고 초기화 하려고 하니 아래,/qna/detail.nhn?d1id=1&dirId=1070401&docId=298551408,아래와 같이 아이폰6를 사용 하다가 다른 폰으로 갈아탔는데 아이폰 6를 매입 하려고 초기화 하려고 하니 아래와 같이 전화 번호 인증을 하라고 합니다. ㅠㅠ 유심은 새 폰으로 옮겨져서 제 번호 인증이 안되는데 해결할 방법이 없나요 ㅠㅠ 매입 전에 제 데이터 지우고 싶은데요 ㅠㅠ
44,네이버 블로그에서 한글.com으로 개인 도메인 연결시 오류문제,/qna/detail.nhn?d1id=1&dirId=10601&docId=298551405,네이브 블로그https://blog.naver.com/essay04에서 주소변경 개인 도메인 연결을 할려고 합니다.우선 가비아에서 맛있는과일.com이라는 도메인을 블로그와 연결을 해 두었습니다..그리고 퓨니코드 변환기를 이용하여 맛있는과일.com을 xn--vb0b29hx1g28owb.com와 같이 변경하여바로 개인 도메인 연결을 클릭하였습니다...그런데입력한 도메인 정보가 올바른지 확인할 수 없습니다. 일시적인 네트워크 장애일 수 있으니 잠시 후 다시 시도해 주세요라고 팝업창이 뜨네요..어떻게 해결해야 하나요...
45,노래 켜놓고 있으면 잠금화면에 노래목록이 뜨는게 아니라 저렇게 뜨는데 저거 어떻게 없앨수잇나요 ㅠ,/qna/detail.nhn?d1id=1&dirId=10704&docId=298551404,노래 켜놓고 있으면 잠금화면에 노래목록이 뜨는게 아니라 저렇게 뜨는데 저거 어떻게 없앨수잇나요 ㅠ
46,CPU 쿨러 E97378-001 교체 질문요,/qna/detail.nhn?d1id=1&dirId=1010302&docId=298551397,"안녕하세요 언제부턴가 컴퓨터 렉이 너무 심해서 본체 뜯어서 보니 CPU 쿨러가 돌아가지 않더군요. CPU쿨러를 교체 할려고 같은 모델 검색해보니 해외구매를 해야되고 하던데요.가격도 가격이지만 해외배송은 10~20일 정도 걸린다 해서요, 혹시 호환가능한 제품이 있고 구하기 쉬운 제품이 있으면 좀 알려주세요. 현재 사용하는 메인보드는 B85M 보드 구요. CPU는 I5-4570입니다.쿨러는 모델명이 E97378-001 입니다. 그 외에 정보는 첨부된 사진에 잘 보시면 다 나와있구요.빠른 답변 부탁드립니다. 내공 많이 걸게요. 방법이 없으면 해외구매 할 수 밖에 없겠죠 ㅠㅠ"
47,"제가 토즈독서실에서 토즈와이파이를 연결하고 폰을 사용하고있었는데, 갑자기 화면에 <pc:(어쩌구저쩌구)가 연",/qna/detail.nhn?d1id=1&dirId=1070402&docId=298551365,"제가 토즈독서실에서 토즈와이파이를 연결하고 폰을 사용하고있었는데,갑자기 화면에<pc:(어쩌구저쩌구)가 연결 해제되었습니다>라는 알림이 뜨고 바로 사라졌어요. . .연결한적없는데??. . . 해제한적도 없고. . .이거 ㄷㄷ한거 아닙니까?!!누군가 나쁜 의도로 그런걸까요?ㅠㅠ"
48,인터넷방송에서 쿵티비가 재미있다고 하던대...,/qna/detail.nhn?d1id=1&dirId=1060107&docId=298551327,저는 인터넷방송을 즐겨보는 시청자로 요즘 아프리카티비를 접고 쿵티비를 자주 이용하고 있는대 괜찮은 컨테츠들이 많이 있내요 네이버 검색창에 쿵티비를 검색하셔서 회원가입을 하시면 다양한 방송들을 많이 볼수 있내요^^
49,c언어 문제 도와주세요ㅜㅜ,/qna/detail.nhn?d1id=1&dirId=1040101&docId=298551326,"아래 코드에 addPoly와 printPoly(출력할때 사용)를 사용하고multTerm도 함께 사용하라고 하시는데 어떻게 해야할지 모르겠어요.저대로 디버그 하면 식별자 coef정의 하라고 하는데 그 정의를뭘로 해야할지도 모르겠습니다. 도와주세요ㅜ#include <stdio.h>#define MAX(a,b) ((a>b)?a:b)#define MAX_DEGREE 50typedef struct {int degree;float coef[MAX_DEGREE];} polynomial;polynomial addPoly(polynomial, polynomial);void printPoly(polynomial);int main() {polynomial A = { 3,{ 4,3,5,0 } };polynomial B = { 4,{ 3,1,0,2,1 } };printf((""%f\n""), coef(A, 1));printf((""%f\n""), coef(B, 4));polynomial C;C = addPoly(A, B);printf(""\n A(x) = ""); printPoly(A);printf(""\n B(x) = ""); printPoly(B);printf(""\n C(x) = ""); printPoly(C);getchar();return 0;}polynomial addPoly(polynomial A, polynomial B) {polynomial C;int A_index = 0, B_index = 0, C_index = 0;int A_degree = A.degree, B_degree = B.degree;C.degree = MAX(A.degree, B.dgree);while (A_index) <= A.degree&&B_index <= B.degree){if (A_degree > B_degree) {C.coef[C_index++] = A.coef[A_index++];A_degree--;}else if (A_degree == B_degree) {C.coef[C_index++] = A.coef[A.index++] + B.coef[B_index++];A_degree--;B_degree--;}else {C.coef[C_index++] = B.coef[B_index++];B_degree--;}}return C;}void printPoly(polynomial P) {int i, degree;degree = P.degree;for (i = 0; i <= P.degree; i++) {printf(""%3.0fx^%d"", P.coef[i], degree--);if (i<P.degree)printf("" +"");}printf(""\n"");}"
50,그림그릴만한 태블릿 갤럭시나 아이패드추천해주실만한 것 없을까요? 갤럭시탭아니면 아이패드라 하는데 저두종류아니,/qna/detail.nhn?d1id=1&dirId=1010702&docId=298551294,그림그릴만한태블릿 갤럭시나 아이패드추천해주실만한 것 없을까요?갤럭시탭아니면 아이패드라 하는데저두종류아니어도 되고요꼭최신기종이 아니더라도 좋습니다가격대는 상관없고요부탁드립니다
51,숫자를 문자로 변환,/qna/detail.nhn?d1id=1&dirId=104&docId=298551290,"사용자한테 1(빨강), 2(주황), 3(노랑) 중에 하나의 숫자를 입력받고출력할때는""당신이 입력한것은 빨강입니다."" 이런식으로사용자는 숫자를 입력했지만 출력문에는 문자로 나오게 할수는 없나요 ㅠㅠ"
52,윈10인데 이화면에서 넘어가질않아요 오른쪽하단에보면 인터넷 문제라고 뜨는데 인터넷쓴지얼마안됬습니다 어덯게해야,/qna/detail.nhn?d1id=1&dirId=106&docId=298551278,윈10인데 이화면에서 넘어가질않아요오른쪽하단에보면 인터넷 문제라고 뜨는데 인터넷쓴지얼마안됬습니다 어덯게해야하나요...
53,로즈마리 오일을 다른거 섞지않고 향수통에 넣어서 향수처럼 바로 쓸수있나요?,/qna/detail.nhn?d1id=1&dirId=1060107&docId=298551269,로즈마리 오일을 다른거 섞지않고 향수통에 넣어서 향수처럼 바로 쓸수있나요?
54,"c언어 스택이용해서 첫단위  ,찍기 질문입니다",/qna/detail.nhn?d1id=1&dirId=1040101&docId=298551246,"첫째 줄에 숫자의 길이 n이 입력 n범위 1에서 200둘째 줄에 길이가 n인 숫자가 입력첫 단위구분기호에 , 넣어주면됩니다.맞게 짠 거 같은데 출력이 안되네요 ㅠㅠ'#include <stdio.h>#include <string.h>char stack[300];int top = 0, cnt = 0;char backup[300], reverse[300];void push(char x){stack[top++] = x; //top자리에 넣어주고 ++}void pop(){cnt++;backup[cnt] = stack[top--];if (cnt % 3 == 0)  //pop 3번 호출 할 때 마다 .호출backup[++cnt] = ',';}int main(void) {int n;scanf(""%d"", &n);for (int i = 0; i<n; i++){char imsi;scanf(""%c"", &imsi);push(imsi);}for (int i = 0; i<n; i++)pop();unsigned long size = strlen(backup);for (unsigned long i = 0, j = size; i<size; i++, j--){backup[i] = reverse[j];}puts(reverse);return 0;}"
55,내공100)악성코드인가요>??,/qna/detail.nhn?d1id=1&dirId=11002&docId=298551237,노트북일 사용중인데 인터넷을 켜면 계속 홈플러스사이트나 다른 쇼핑몰 사이트들이 뜨는데악석코드지우기 고클린으로도 다 지웠고 인터넷 설정 가서도 다 지웠는데쇼핑몰 사이트가 계속 뜨는데 이걸 안뜨게 하는방법좀 알려 주십쇼
