,0,1,2
10,23세 172cm 80kg입니다 실내자전거로 이정도면 몇kcal가 소모되나요? 자세한 근거와논리를 바탕으로,/qna/detail.nhn?d1id=10&dirId=10010104&docId=298556704,23세 172cm 80kg입니다 실내자전거로 이정도면 몇kcal가 소모되나요? 자세한 근거와논리를 바탕으로 답변해주신분 채택하겠습니다!
11,골프 스윙 질문입니다! (아이언 발사각),/qna/detail.nhn?d1id=10&dirId=100106&docId=298556572,이제 골프 4개월차 초보자 입니다.최근에 스윙이 일정하게 잡히는 중이라 생각하고 있는데요요즘 대체로 아이언은이 높은 발사각이 나옵니다아이언 7번이 발사각이 24도? 정도 일정하게 나오고 비거리가 잘맞으면 130 ~ 135 안맞으면 120~125 정도 입니다보통 듣기론 아이언7번 발사각이 20도 이하로 나온다는데.. 제가 너무 올려칠려고 하는걸까요??그리고 아이언골프레슨영상에서 아이언은 좀더 왼쪽을 쓸어치려고 해야된다고해서 그렇게 생각하고 공을 치면 완전 탑핑 나거나 엉망으로 공이 나갔어요그리고 저는 기본적으로 무조건 페이드 구질의 성향이 나타납니다  때문에 타이밍을 제대로 맞지않으면 슬라이스가 납니다. 근데 이 경우는 임팩트 때 고개를 공방향으로 안쳐다볼려고 의식하면 페이드구질로 가더라고요..아무튼 질문은 발사각이 너무 높으면 바람의 영향도 많이 받고 안좋다는데 이대로 괜찮을까요?
12,베트남 숯 수입절차 알고 싶어요,/qna/detail.nhn?d1id=10&dirId=10010401&docId=298556378,베트남에서 숯을 수입하고 싶은데  수입은 처음이라 수입 절차와 혹 대행 업체와 연결해서 수입을 할수 있는지 자세히 알고 싶습니다
13,60~80사이 로드자전거 추천해주세요,/qna/detail.nhn?d1id=10&dirId=1005&docId=298556262,예산 60~80사이로 보고 있습니다로타지오네 rs 105보구 있었는데 흰색 뿐이네요로타지오네 rs가 색깔 포기하고 갈만큼 가치있나요??아니면 60~80사이 로드 몇가지만 추천해주세요구동계는 105라면 좋겠지만 아니어도 괜찮습니다
14,054 911 6412 이번호가어디인지,/qna/detail.nhn?d1id=10&dirId=1003&docId=298556213,054 911 6412 이번호가어디인지
15,#경유간격 얼마나 되는게 좋을까요? 최소 1시간30분 이상이라고 하시고 항송권예매는 두세시간 간격이 최소던데,/qna/detail.nhn?d1id=10&dirId=1006&docId=298556125,#경유간격얼마나 되는게 좋을까요?최소 1시간30분 이상이라고 하시고항송권예매는 두세시간 간격이 최소던데3시간안에 딜레이되는거(생략) 감안하고 면세점까지 갈 시간이 될까요?
16,전동 킥보드 중고거래를 했습니다. 제가 판매자였고 구매하겠다는 사람이 있어 판매하기로 했습니다. 실 주행거리,/qna/detail.nhn?d1id=10&dirId=100505&docId=298555637,전동 킥보드 중고거래를 했습니다.제가 판매자였고 구매하겠다는 사람이 있어 판매하기로 했습니다.실 주행거리 실제 탑승한 날짜 등등 제가 아는 선에서제가 직접 타고 증명된 것들을 다 알려드리고거래를 했고 물건을 내줄때 설명을 드리고그 분운 거기서 제 설명을 듣고 다른 것들은 확인해보지 않고갔어요. 차 트렁크에 실어서 가져갔고두시간 뒤 타보시더니 핸들이 흔들린다고 불안하다고 얘기를 하세요진짜 진심으로 제가 탈 때는 불안하지도 흔들린다는 느낌도 없었는데본사에 알아보겟다고 하는데 계속 재촉하며문제를 해결해달라고 요구 했습니다그 자리에서 확인하지 않고 두시간이 지났고이미 제 손을 떠났고 삼일 전 제가 팔기 전 마지막으로타봤는데도 문제가 없었어요환불을 해줘야하나요안타니까 두면 짐이라 평소 팔리는 시세보다 더 싸게올렸고 거기서 더깎아달래서 더 깎아드렸는데본인이 어이없가고만 하시네요
17,리중딱 뭐죠?,/qna/detail.nhn?d1id=10&dirId=1001010202&docId=298555491,리중딱 뭐죠?
18,트라웃이 kbo오면 홈런80개 타율5할 넘을수 있나요? 스탠튼이 kbo오면 홈런150개이상 가능하나요?,/qna/detail.nhn?d1id=10&dirId=10010205&docId=298555458,트라웃이 kbo오면 홈런80개 타율5할 넘을수 있나요?스탠튼이 kbo오면 홈런150개이상 가능하나요?
19,120만원대 mtb 자전거 추천해주세여 출퇴근 주말 쉬는날 비포장 포장 도로 해서 다닐 생각 그리고 장거리,/qna/detail.nhn?d1id=10&dirId=100501&docId=298555354,120만원대 mtb 자전거 추천해주세여출퇴근 주말 쉬는날 비포장 포장 도로 해서다닐 생각 그리고 장거리 여행도 좀 하료구요로드 자전거 살까 하다가 비포장 도로도 다닐생각에 그냥 mtb정했습니다산타기보다는 장거리 여행이 주 목적이네요메리다 빅세븐 500 생각하고 있어요인터넷 검색만 해본결과 ㅋ혹 다른 제품 추천 해줄수 있나요??
20,탁구 포핸드 칠때 임팩트 위치 질문드려요,/qna/detail.nhn?d1id=10&dirId=100107&docId=298555269,유튜브로 강의 영상을 보며 탁구 치고있습니다쉐이크핸드 라켓 사용하구요 구력은 2개월의 초보입니다지금은 백핸드나 커트등은 배제하고 포핸드롱만 연습하고있는데요포핸드 칠때 임팩트 되는 위치가 궁금합니다제가 본 강의 영상에서는 옆구리까지 끌고와서 옆구리에서 타격이 이루어져야한다고 합니다처음 한달 동안 옆구리까지 기다렸다가 치는걸 반복하다 보니 이게 조금 굳은것 같습니다..그런데 유명 선수들의 경기전 몸푸는 영상을 보면 포핸드롱 칠때옆구리까지 끌고 와서 치는게 아니라 옆구리를 기준으로 주먹 서너개정도 앞에서 타격이 이루어지더라구요어떤게 정답인지 궁금하네요.. 솔직히 옆구리에서 주먹 서너개 앞에서 타격이 이루어지는게 자연스러워보이기는 합니다옆구리까지 끌고와서 치려면 그만큼 백스윙을 뒤로 크게 해야해서 간결한 맛이 없는것 같긴합니다
21,스트라이다 자전거 몇년식인지 알수있을까요? 중고로 판매할경우 얼마가 적당한가요?,/qna/detail.nhn?d1id=10&dirId=1005&docId=298555265,스트라이다 자전거 몇년식인지 알수있을까요?중고로 판매할경우 얼마가 적당한가요?
22,PS4 디아블로3 보석 어떻게 취하나요?,/qna/detail.nhn?d1id=10&dirId=100602&docId=298555201,PS4로 디아블로3 를 하는데 사진과 같이 보석 어떻게 갖나요?계속 먹을 수 없다고 나오는데.. 어떻게 갖을 수 수 있는지 알려주세요?
23,3월28일짜로종국인용면책 끝이났습니다.신용등급이 올크9~7등급올랐고.나이스8~7등급!나이스같은경우는 바로오르,/qna/detail.nhn?d1id=10&dirId=100602&docId=298555168,3월28일짜로종국인용면책 끝이났습니다.신용등급이 올크9~7등급올랐고.나이스8~7등급!나이스같은경우는 바로오르지않고점수만조금올라계속8등급이였다 오늘다시확인하니20정도올라7등급이되어있습니다.아직삭제가 다안되서인지~회생중대출받은 금액이6000정도대부업건때문인지 궁금합니다.채권기록이다삭제가다안되서인지도궁금합니다.만약등급급을6등급까지올리려면 전화해서삭제요청을해야하는건지 어디가삭제안된건지알려면어떻게해야하는지도궁금합니다.20년차 상사직업군인 연봉5500 월급여320정도입니다.퇴직금담보대출을받아 대부업건들모두 저금리은행권으로정리를하고싶은데방법을모르겠습니다.신용카드발급문의도알구싶구요.신차자동차할부가능건도궁금합니다.
24,델리알리 축구스타일,/qna/detail.nhn?d1id=10&dirId=1001010202&docId=298555146,머죠? 찔러주는스타일? 중거리파? 침투하는 미드필더?
25,대전지역 수영대회,/qna/detail.nhn?d1id=10&dirId=100201&docId=279967398,일반인동호회마스터즈대전에서 2017년~2018년 수영대회 일정좀 알려주세요.
26,대전수영대회,/qna/detail.nhn?d1id=10&dirId=100201&docId=279576941,안녕하세요 용운 국제수영장등 대전에서 성인일반인 마스터즈 수영대회나가보고싶어서요.사이트 주소 링크라던지 관련 자료좀 알려주세요 .
27,두치와뿌꾸 방송중에 나온 음악인데요 챔스 준우승팀수상할때도 나왔던거같은데 음악이뭔가요 초반에 나옵니다!! h,/qna/detail.nhn?d1id=10&dirId=10010102&docId=298554451,두치와뿌꾸 방송중에 나온 음악인데요 챔스 준우승팀수상할때도 나왔던거같은데 음악이뭔가요 초반에 나옵니다!!https://youtu.be/KE5obWjCok4
28,배스낚시 장비추천!,/qna/detail.nhn?d1id=10&dirId=100503&docId=298554355,배스낚시를 시작하게되어서 장비를 구매할까합니다..아는것도 없고 물어볼사람도 없어서 글올리네요ㅜㅜ 베이트는 어려울거 같고 일단 스피닝으로 해볼까해요 30선에서 로드와 릴 추천 부탁드려요!
29,"인바디 처음 해봣는데 운동하다가 키179 몸무게 84 근육량 39,6 체지방 14.8 퍼? 인데 표준인가요?",/qna/detail.nhn?d1id=10&dirId=1001&docId=298554075,"인바디 처음 해봣는데 운동하다가 키179 몸무게 84근육량 39,6 체지방 14.8 퍼? 인데 표준인가요?"
30,머쓱한 질문이요`,/qna/detail.nhn?d1id=10&dirId=100409&docId=298554018,"제가 올해 40줄에 가까워 지고잇는 남자입니다,늦게 나마 운동을 해보려 하는데 나이가 들어 좀 머쓱해 지던군요,,그냥 직장 집 직장 집 이렇게 사는게 넘 재미없고 실증나고 예전 부터 정말 해보고 싶었던운동이 주짓수라서 한번 배워보려고 하는데 제 나이에도 도전 수잇는지 궁굼하기도 하고또한 제 나이때 도전하시는 분 들도 계시는지 궁굼해서요~하게 되면 원주에서 하고 싶은데,,괜찮을 까요??좋은 의견 부탁 드려요`"
31,주짓수 브랜드인 소요롤 관련 의류 같은것을 구매하고싶은데,/qna/detail.nhn?d1id=10&dirId=100413&docId=298553789,주짓수 브랜드인 소요롤 관련 의류 같은것을 구매하고싶은데홈페이지 주소 아시는 분 계시나요 ㅠ?
32,"LA 다저스 선수 중에 왼쪽 머리에 스크래치 있는 선수 이름 아시는 분,,,,,,,, 오늘 류현진 경기 초반",/qna/detail.nhn?d1id=10&dirId=1001020202&docId=298553470,"LA 다저스 선수 중에 왼쪽 머리에 스크래치 있는 선수 이름 아시는 분,,,,,,,,오늘 류현진 경기 초반에 잠깐 중계에 잡혔었는데 너무 존잘이라,,이름을 알고싶네요,,☆"
33,현재 메이저리그 최고의 타자는?,/qna/detail.nhn?d1id=10&dirId=10010205&docId=298553421,1. 찰리 블랙몬2. 호세 알투베3. 지안카를로 스탠튼4. 마이크 트라웃5. 조이 보토6. 애런 저지메이저리그 최고의 타자는 누구입니까?
34,기장군 바다나들이 할머니랑 할아버지랑,/qna/detail.nhn?d1id=10&dirId=100503&docId=298553288,기장에서 출발합니다 가까운 바다에 놀러갈려고 합니다나이가 있으신 할머니랑 할아버지라서그늘이라도 있었으면 합니다나들이도 하고 바다도 보고 낚시도 하면서 그늘도 있는곳 추천 부탁드립니다.
35,헬스 질문이요!!,/qna/detail.nhn?d1id=10&dirId=10010104&docId=298553238,"안녕하세요. 22살 남자 입니다. 제가 헬스를 하고있는중인데 팔,어깨,하체 운동만 해가지고 복부와 가슴쪽에 살이 좀 있는편입니다. 아무래도 살이찌니깐 옷을입어도 가슴과 배가 나오더라고요ㅠ 그래서 유산소 운동을 할 계획인데 웨이트 운동도 병행해야하나요??"
36,현대차 기아차= 호남쪽에 생산기지 뭐 있나요?,/qna/detail.nhn?d1id=10&dirId=100101&docId=298553195,가만보니까 축구는 전북현대 야구도 광주기아이렇게 스포트구단은 모두 호남지역에 적을 두고 있는데 이 지역에 현대차나 기아차의 생산공장이 있나요?
37,맥스93민트 사이즈문의드립니다 나이키 플라이니트 레이서/트레이너 260 반스 올드스쿨 / 260 맥스93민트,/qna/detail.nhn?d1id=10&dirId=10010102&docId=298553127,맥스93민트 사이즈문의드립니다나이키 플라이니트 레이서/트레이너 260반스 올드스쿨 / 260맥스93민트색상 구매할려고하는데요 사이즈동일하게260이면 발맞출까요?
38,장기렌트딜러,/qna/detail.nhn?d1id=10&dirId=100602&docId=298552820,딜러일을 해보고싶습니다 전문가분들 많은 도움부탁드려요1.한회사에서 소속된게 더좋나요 아니면 종합대리점? 거기가 일적으로 더 좋나여2.종합대리점은 개인이 하는곳인가요? 개념을모르겠네요 입사는 또 어떻게하죠3.진득하고 장기적으로 생각하고있는데 이 일의 메리트좀 설명해주세여
39,여천공단이나다른대기업들어가면신체검사하나요?? 문신이있으면안되나요?들어간후에한문신하는건괜찮나요?,/qna/detail.nhn?d1id=10&dirId=10010104&docId=298552583,여천공단이나다른대기업들어가면신체검사하나요??문신이있으면안되나요?들어간후에한문신하는건괜찮나요?
40,한라산에 대해서 좀 자세하 알려주세요 내공50드립니다,/qna/detail.nhn?d1id=10&dirId=100502&docId=298552275,한라산에 대해서 좀 자세하 알려주세요내공50드립니다
41,전동킥보드 추천좀 부탁드립니다 몸무게는 83키로이구요 지역은 경기도 평택입니다. 출퇴근겸 마실용 으로 사용,/qna/detail.nhn?d1id=10&dirId=100505&docId=298552216,전동킥보드 추천좀 부탁드립니다몸무게는 83키로이구요지역은 경기도 평택입니다.출퇴근겸 마실용 으로 사용 할 계획입니다.오르막길도 올라갈수 있는 걸로 추천 부탁드립니다가격은 70 ~ 110 내외로 추천 해주세요 ㅠㅠ아 마지막으루 전동킥보드는 보통 몇km정도 타면 수명을 다하나요??
42,제주4.3사건 왜일어났는지 두줄로요약해주세요,/qna/detail.nhn?d1id=10&dirId=100601&docId=298552146,제주4.3사건 왜일어났는지 두줄로요약해주세요
43,성인용 수동 킥보드 추천해주세요,/qna/detail.nhn?d1id=10&dirId=100505&docId=298552083,성인용 수동 킥보드 추천해주세요키175 몸무게 90가량 되는 건장한 남잡니다업무용으로 동네 잠깐 다닐려고 합니다초등학생 아들녀석꺼 미토 영국국기 그려진거 하나 있는데이것보다 좀 안정적이고 튼튼했으면 좋겠어요디스크 브레이크 있었으면 하고 대중교통 연동 가능하도록부담없이 들고 다닐 수 있었으면 합니다10만원 전후대로 추천바랍니다
44,아오르꺼러 vs 은가누 누가이길까요? 아오르꺼러가 돼지고기가 될게 뻔한가요?,/qna/detail.nhn?d1id=10&dirId=100409&docId=298551951,아오르꺼러 vs 은가누누가이길까요?아오르꺼러가 돼지고기가 될게 뻔한가요?
45,창원에는 에이모션 자전거 판매하는곳이 없나요? 가까운 거리 이동용으로 미니벨로를 알아보는데 에이모션자전거가,/qna/detail.nhn?d1id=10&dirId=100501&docId=298551906,창원에는 에이모션 자전거 판매하는곳이 없나요?가까운 거리 이동용으로 미니벨로를 알아보는데 에이모션자전거가 눈이 가네요기왕이면 직접 눈으로보고 구입하고 싶습니다부산에는 있는것 같은데 창원쪽은 검색해도 찾을수가 없네요
46,2015년 이후 시안화물 (시안화구리)의 수입이 급감..,/qna/detail.nhn?d1id=10&dirId=10010401&docId=298551677,2015년 이후 시안화물 (시안화구리)의 수입이급감한이유는 무엇인가요?
47,k리그 티켓 전화예매,/qna/detail.nhn?d1id=10&dirId=10010102&docId=298551579,"인터파크로 예매하면 장당 수수료 1천원씩 붙던데 , 1544-1555로 전화예매하면 수수료가 얼마나 드나요?"
48,KBO 기록원,/qna/detail.nhn?d1id=10&dirId=10010202&docId=297921862,경기 끝나고 몇 시간 내에 자신이 기록한 것을 결산확정하고 KBO에 통보합니까?
49,비오는 날 한강 자전거 대여 (20),/qna/detail.nhn?d1id=10&dirId=1005&docId=298551393,"목요일에 여친이랑 한강 가서 자전거 대여 하려는데 비가 온다네요.....비가 많이 올까요???? 비가 와도 자전거 대여는 하겟죠????아무튼 한강 자전거 대여 할만한 곳 어디잇나요,,, ㅠㅠ 추천해주세요ㅠㅠ"
50,랜드서핑보드를 구매하려는데 카버보드나 서프스케이트보드 둘 중 격하게 고민하고 있어요 카버는 대중적인것 같고,/qna/detail.nhn?d1id=10&dirId=100505&docId=298551313,랜드서핑보드를 구매하려는데카버보드나 서프스케이트보드 둘 중 격하게 고민하고 있어요카버는 대중적인것 같고서프스켑은 서핑보드와 비슷하다고 하네요카버와 서프스켑.. 많이 다르나요?그 외에 둘의 차이와 추천 좀 해주세요데크사이즈는 제 신장158 발사이즈235 인데 28~29이면 될까요?그리고.. 혹시 두제품 다 있는 오프라인매장도 알려주시면 감사하겠습니다!
51,51200알이 데이터로 충전됬다는데 mb로 얼마인가요?? 추가 내공 100걸께요.,/qna/detail.nhn?d1id=10&dirId=100108&docId=298551193,51200알이 데이터로 충전됬다는데 mb로 얼마인가요?? 추가 내공 100걸께요.
52,클럽노래기억이안나요 멜로디만 몇년전에들엇는데 가사도정확하지않아서... 아캔니더어핫걸 우우 삘 오오~오오오 찾,/qna/detail.nhn?d1id=10&dirId=10010104&docId=298551046,클럽노래기억이안나요 멜로디만몇년전에들엇는데가사도정확하지않아서...아캔니더어핫걸 우우 삘 오오~오오오찾을수잇을가요
53,적당한 스포츠카,/qna/detail.nhn?d1id=10&dirId=1001030201&docId=298550995,안녕하세요 고3 실업계 다니고있는 학생입니다부모님의 강요로 실업계에오면서 차량지원금 약4억원정도를 약속받았습니다집이 완전 재벌은아니지만 아버지는 사업체로 년에 약5억원정도버시고 어머님께서는 부동산으로 아버지만큼은아니더라도 년에3억정도는 벌고계십니다그래서 곧 생일도 다가와서 이제 슬슬 결정을해야합니다지금 제키가 185.2인데 스포츠카에 이몸이 들어갈지 너무 걱정입니다ㅠㅠ현재 고민중인모델이 몇개있는데 이중 제가 들어갈수있는차와 가격에비해 좋은차를 추천해주셨으면 합니다1.마세라티 그란투리스모2.페라리 포르토피노3.아우디R8 스파이더4.에스턴마틴 DB115.재규어 F타입4억이라는 돈이 한정이되있기때문에 차를사고 남은돈으로 유지를해야해서 그점 감안하고 추천 부탁드립니다참고로 현재 도제학교로 달에100조금 넘게벌고있습니다이밖에도 괜찮은차들 추천해주시면 감사하겠습니다
54,청주 성인 축구교실!!,/qna/detail.nhn?d1id=10&dirId=10010103&docId=298550984,안녕하세요 청주에 성인 축구교실 있을까 싶어 글남깁니다.아시는분 답변 좀 해주세요!!
55,자전거 추천 스마트 하이브리드 hs500 7단 스타카토 시티크르져 카포 21단 중 어떤게 출퇴근으로 좋을까요,/qna/detail.nhn?d1id=10&dirId=100501&docId=298550785,자전거 추천스마트 하이브리드 hs500 7단스타카토 시티크르져 카포 21단중 어떤게 출퇴근으로 좋을까요아님 동급 다른모델 추천좀 해주세요로드는 위험한가요?
56,제가 개인회생신청중이고 보정명령두번나오고 금지명령기각이됬습니다 회사는 세금 띠고210 에서 280 290도받,/qna/detail.nhn?d1id=10&dirId=100602&docId=298550668,제가 개인회생신청중이고보정명령두번나오고금지명령기각이됬습니다회사는세금 띠고210 에서 280 290도받는데요일이또줄고있습니다이럴경우어머니한테 담보대출받았던돗 10년 매달50씩드려야대며 이번달 23일날 아버지께서 췌장암으로인해집에있던돈 마져 거의 다소멸하셨습니다아버지 명의집하나있는데 어머니 이름으로바꿧구요담보대출은 그대로이어져가며소득이없으시고 당뇨 20년앓이어머니때문에 또걱정입니다회생신청후 별도로값아야하는 자동차담보 400있고Lh 로 와이프 랑 딸 이사와서 살고있습니다회생신청한지 아무도모르고요..걱정은생활비가없네요..220 받으면50 어머님 담보대출집담보대출 10 원금 제외자동차담보대출 12 원금제외 이번년7월부터 30만원으로 올라가요와이프 제꺼 폰비 15티비 인터넷 2.6아이보험 3.6유아어린이집 기타 경비 15자동차 경비 8집 임대료 16관리비 20아기 기저귀 밥값 2 30정도..남은 3 40 만원 남는데..대충..변제금은 얼마로잡힐까요...회생 사유가 안좋아서.. 도박생활비이런사유여서..ㅠ 돌리고돌리다보니 이만큼늘었네요
57,박지성을 까는 이유가 뭔가요?,/qna/detail.nhn?d1id=10&dirId=10010105&docId=298550633,요즘 웹사이트나 그런곳에서 벤치성이다 뭐다 까내리던데맨유라는 빅클럽에서 뛰었고 엠버서더가 뭔지는 모르겠는데그걸로도 위촉되고 충분히 대접받을만 한데맨유에서 같이뛰었던 동료들도 좋은 말이 더 많고요벤치성이다 뭐다 까기바쁜사람들이 보이네요
58,배우고싶어요 영어 초등1학년 아이하고 저는주부입니다 회화위주로배우고싶어요 가격을알고싶어요,/qna/detail.nhn?d1id=10&dirId=100108&docId=298550575,배우고싶어요 영어 초등1학년 아이하고 저는주부입니다 회화위주로배우고싶어요 가격을알고싶어요
59,머스탱 deep impact blue 딥임팩트블루 색상이 정확이 언제쯤 단종되었나요..중고를 구매계획중인데,/qna/detail.nhn?d1id=10&dirId=1006&docId=298550509,머스탱 deep impact blue 딥임팩트블루 색상이 정확이 언제쯤 단종되었나요..중고를 구매계획중인데 몇년도 몇월생산분까지 딥임팩트 블루 색상인가요?..
60,자전거 싸이즈 문의해요,/qna/detail.nhn?d1id=10&dirId=1005&docId=298550231,"제 키가 178 인데27.5 휠셋에 17"" 하고 18.5"" 프레임 중에 골라야 하는데 어떤 게 맞을까요?"
61,향남에 농구연습 할 수 있는 농구장 있을까요?,/qna/detail.nhn?d1id=10&dirId=100103&docId=297163637,"최근 직장때문에 양감쪽에 거주중인 청년입니다.근처에 사람들하고 어울려서 농구하거나,혼자서 슛연습하기 좋을만한 농구장 있을까요?도원체육공원의 경우 저번에 가봤더니 농구장은 폐쇄되어 있는 것 같더라구요....알려주시면 감사하겠습니다."
62,한강 자전거 대여 어디서 해요? 로드 빌릴건데,/qna/detail.nhn?d1id=10&dirId=1005&docId=298550195,친구랑 1박2일정도 로드 빌리고 싶은데 로드 빌리는곳 잇너요? 1박2일도 빌려주나요?아 그리고 최근에 자전거 타게 됫는데 혹시 한강 근처? 초보자도 쉽게 탈수잇는 코스같은게 잇나요?;;
63,태권도 겨루기 질문,/qna/detail.nhn?d1id=10&dirId=100401&docId=298549984,제가 몇 달 전부터 태권도를 다니는데 겨루기하다 순수하게 궁금한게 있어서 질문 올려요.겨루기할 때 옆차기를 하면 반칙인가요?? 왜 관장님은 옆차기랑 앞으로 밀어내기? 그런 발차기를 사용하지 말라고 하시는데실제 겨루기에서도 안되나요? 발차기로 겨루는 싸움인데 왜 돌려차기나 이런 종류만 가능할까요..
64,"삼성라이온즈 2011,12,13,14 타자,투수(선발,불펜) 우승멤버 어떻게되나요?",/qna/detail.nhn?d1id=10&dirId=10010202&docId=298549979,"잘알려주실분 계신가요? 이사만루 삼성맞추고싶은데 11,12,13,14때 우승멤버로 ,,"
65,인천 도화동에서 농구동호회를 새로 만들었습니다 그런데 실외코트에서만 하다가 비가 오면 못하게되서 실내코트를,/qna/detail.nhn?d1id=10&dirId=1001030201&docId=298549581,인천 도화동에서 농구동호회를 새로 만들었습니다그런데 실외코트에서만 하다가 비가 오면 못하게되서 실내코트를 찾고있는데 도화동 근처에 실내코트 할곳이 없나요?국일정공 실내코트 말고요
66,스킨스쿠버 다이빙 BC질문입니다,/qna/detail.nhn?d1id=10&dirId=1005&docId=298549512,현재 조끼형 BC를 사용중입니다 (스쿠버프로 X블랙)백마운트BC로 바꿀려고 하는데 두가지 브랜드로 고민중이네요ㅠㅠ헬시온이냐(싱글탱크) OMS냐(싱글탱크) 헬시온에선 어떤걸 사야하나 OMS에선 어떤걸사야하나써보신 분 있으시면 추천좀해주세요
